org,org_conviction,org_country,continent,indiv,indiv_type,categorized,cat_agw_opinion,cat_occupation,cat_organisation,cat_relgion_opinion,cat_topic,country,wiki_type_x
institute for humane studies,unconvinced of agw,usa,north america,aaron gordon,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,geoffrey gottbrecht,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,james harrigan,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,kyle hartz,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,elaine hawley,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,tim hedberg,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,eric heidenreich,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,antonie hodge,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,jeanne hoffman,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,sarah holliday,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,eric imhoff,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,ramaseshan iyengar,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,christopher jarvis,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,jim johnston,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,stefan kapelac,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,ellen kellner,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,heather lakemacher,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,gary leff,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,leonard liggio,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,phillip magness,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,adam martin,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,leigh mcafee,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,elisabeth mccaffrey,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,isaac morehouse,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,sarah muse,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,casey newberry,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,pericles niarchos,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,roger pattison,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,amy proulx,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,katy ranville,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,marianne rodriguez,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,amanda ruetz,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,ashley schiller,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,john schrock,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,sarah straw,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,jennifer thompson,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,julia thompson,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,richard e. wagner,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,mark warner,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,chad wilcox,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,amanda winther-schorsch,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,greg wolcott,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,jennifer zambone,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,michael zarowny,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,ryan zinski,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,marty zupan,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,boudewijn r. a. bouckaert,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,carlo lottieri,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,emily chamlee-wright,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,carden,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,lisa snell,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,randy barnett,members,person,unconvinced of agw,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,kris alan mauren,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,todd j. zywicki,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,kristina j. kendall,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,john tomasi,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,scott bullock,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,peter j. boettke,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,john hood,members,person,,,,,,,
institute for humane studies,unconvinced of agw,usa,north america,david schmidtz,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,tom giovanetti,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,michael e. williams,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,mark miller,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,roger meiners,members,person,unconvinced of agw,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,bartlett cleland,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,betty medlock,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,sonia blumstein,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,john zareva,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,barry aarons,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,lawrence a. hunter,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,peter ferrara,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,susan finston,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,sonia hoffman,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,emerick,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,stephen moore,members,person,unconvinced of agw,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,marv bramlett,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,david b. moseley,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,joseph sullivan,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,ryan c. amacher,members,person,,,,,tobacco,,
institute for policy innovation,unconvinced of agw,usa,north america,roger e. meiners,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,ernest s. christian,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,stephen j. entin,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,gordon tullock,members,person,unconvinced of agw,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,james r. von ehr,members,person,,,,,,,
institute for policy innovation,unconvinced of agw,usa,north america,thomas g. west,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,h. leighton steward,members,person,unconvinced of agw,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,james e. brooks,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,michael c. forrest,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,peter d. gaffney,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,james a. gibbs,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,jack h. hamilton,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,w. herbert hunt,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,louis l. jacobs,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,bobby b. lyle,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,ray h. marr,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,thomas e. meurer,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,carter r. montgomery,members,person,,,,,,,
institute for the study of earth and man,unconvinced of agw,usa,north america,starkey a. wilson,members,person,,,,,,,
international council for capital formation,unconvinced of agw,usa,north america,margo thorning,members,person,unconvinced of agw,,,,,,
international council for capital formation,unconvinced of agw,usa,north america,rudi bogni,members,person,,,,,,,
international council for capital formation,unconvinced of agw,usa,north america,richard greenbury,members,person,,,,,,,
international council for capital formation,unconvinced of agw,usa,north america,robert l. hamburger,members,person,,,,,,,
